Official_ID,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Elevation_m,Gravelius,Aspect_deg,Slope_deg,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Permeability_logk_m2,Porosity_frac
05EC007,54.09417,-113.5664,469.0,682.8,1.8128,44.0542,0.5641,0.0261,0.0007,0.0013,0.0026,0.0383,0.0084,0.9226,0.0,-15.987101593943802,0.147617599863293
05ED001,54.024440000000006,-111.6983,543.0,656.7,1.8867,114.0986,0.7696,0.3664,0.0033,0.0019,0.0584,0.0349,0.0583,0.4767,0.0,-15.1999998092651,0.189999997615814
05ED002,53.8888,-110.9211,368.1276,643.2,2.1541,65.3486,1.3776,0.1592,0.0053,0.0006,0.0472,0.0368,0.0453,0.7056,0.0,-15.227887602135699,0.188498347444404
05EE001,53.375,-111.175,5740.0,661.3,2.1235,53.9337,0.7537,0.040999999999999995,0.006999999999999999,0.0007,0.0482,0.0395,0.01,0.8536,0.0,-15.374722954420399,0.18059182960160103
05EE003,53.465,-112.0644,1590.0,684.1,1.6917,46.1685,0.3046,0.0056,0.0091,0.0006,0.0612,0.0366,0.0074,0.8795,0.0,-15.824021326449401,0.156398843785078
05EE005,53.44246,-110.3257,73.9995,660.4,1.3725,35.5833,0.8089,0.0117,0.0008,0.0004,0.0039,0.0455,0.0077,0.93,0.0,-15.1999998092651,0.189999997615814
05EE006,53.294090000000004,-112.0499,46.4133,674.2,1.7243,299.9279,0.2643,0.006999999999999999,0.0235,0.0,0.0199,0.0306,0.0136,0.9054,0.0,-15.1999998092651,0.189999997615814
05EE009,53.49118000000001,-112.0398,1615.0217,684.0,1.6828,35.972,0.3141,0.0058,0.006,0.0007,0.0628,0.0368,0.0071,0.8808,0.0,-15.8080803233684,0.157257205367156
05EE915,53.17694,-112.0683,401.0,697.4,1.7551,42.523,0.2861,0.0019,0.0021,0.0005,0.0743,0.0372,0.0091,0.875,0.0,-16.424444433359,0.124068373403488
05FA001,52.66325,-113.5814,1821.4520000000002,880.9,1.8077,92.3112,1.4035,0.1818,0.0055,0.0015,0.068,0.0507,0.0285,0.6641,0.0,-15.1999998092651,0.189999997615814
05FA011,52.94859,-112.9647,4999.1315,820.4,1.8869999999999998,80.1492,1.0152,0.1033,0.0066,0.0026,0.0634,0.0474,0.0265,0.7501,0.0,-15.566117713934801,0.170285959403633
05FA012,53.0368,-113.3231,1030.0742,808.0,1.662,77.9867,0.7205,0.0809,0.0022,0.0014,0.0255,0.0467,0.0151,0.8282,0.0,-15.4173179409695,0.17829825372955396
05FA014,52.785090000000004,-113.6291,79.1498,844.5,1.3322,72.5161,0.7425,0.0342,0.0008,0.0017,0.0214,0.0459,0.0041,0.8918,0.0,-15.1999998092651,0.189999997615814
05FA017,52.85139,-113.8958,383.0,871.1,1.6474,88.2819,1.0265,0.2019,0.001,0.0004,0.3075,0.0481,0.0237,0.4174,0.0,-15.1999998092651,0.189999997615814
05FA018,52.88139,-112.6389,1150.0,715.6,1.7628,116.7039,0.3235,0.0074,0.0034,0.0019,0.0524,0.0384,0.0164,0.8801,0.0,-16.5,0.119999997317791
05FA019,52.869440000000004,-113.8964,377.0,871.1,1.6474,88.2819,1.0265,0.2019,0.001,0.0004,0.3075,0.0481,0.0237,0.4174,0.0,-15.1999998092651,0.189999997615814
05FA022,53.04028,-113.365,1020.0,805.4,1.7742,76.6044,0.7257,0.0782,0.0026,0.0015,0.0271,0.0481,0.0163,0.8262,0.0,-15.456519055283302,0.176187424797985
05FA023,52.95861,-113.1722,2800.0,859.5,2.3286,76.5468,1.2749,0.1489,0.006,0.0017,0.0664,0.0494,0.0296,0.6979,0.0,-15.2479097841401,0.18742023010544895
05FA024,52.95916,-113.28,235.4985,777.1,1.2477,67.7896,0.4908,0.0348,0.0042,0.0017,0.0203,0.0682,0.0154,0.8553,0.0,-15.532636933787401,0.172088770385511
05FA025,53.04147,-112.8299,460.4345,757.2,1.4477,173.4872,0.6322,0.0818,0.0114,0.0041,0.0843,0.0452,0.0478,0.7254,0.0,-16.5,0.119999997317791
05FB002,52.708,-111.3104,3500.2749,692.6,1.4843,75.2449,0.6841,0.0083,0.0144,0.001,0.0434,0.0353,0.0139,0.8836,0.0,-16.206831042862998,0.135786015837803
05FC002,52.51738,-112.35600000000001,281.2973,801.4,1.7556,10.0175,0.4475,0.0124,0.0805,0.0005,0.0324,0.0377,0.0362,0.8002,0.0,-16.5,0.119999997317791
05FC003,52.552780000000006,-112.4111,1500.0,786.7,2.1451,60.2677,0.8468,0.0322,0.0295,0.0033,0.0552,0.0383,0.045,0.7967,0.0,-16.4300311909823,0.123767548035859
05FC004,52.38555,-112.1381,191.1348,768.1,1.4134,35.3104,0.7408,0.0075,0.048,0.0022,0.0169,0.038,0.0286,0.8588,0.0,-16.5,0.119999997317791
05FC005,52.52166999999999,-112.3869,825.0,796.0,1.5597,52.9635,0.5211,0.0176,0.0506,0.0014,0.0421,0.0453,0.0334,0.8096,0.0,-16.5,0.119999997317791
05FC007,52.259190000000004,-111.7301,76.4933,789.1,1.3261,41.2107,0.8714,0.0041,0.2765,0.0097,0.0109,0.0303,0.0156,0.6528,0.0,-16.5,0.119999997317791
05FD005,52.48806,-110.7375,1830.0,735.6,2.2828,45.9734,1.2466,0.0247,0.166,0.003,0.0387,0.0286,0.0485,0.6906,0.0,-15.9065881482293,0.1519529386303
05FE002,53.00723000000001,-110.8673,714.4029,681.5,1.5138,92.6801,1.0201,0.0218,0.0115,0.0006,0.022000000000000002,0.0345,0.0124,0.8972,0.0,-15.1999998092651,0.189999997615814
05FE005,52.95556,-110.0097,705.0,650.3,1.8039,171.4486,1.1102,0.0327,0.0153,0.0035,0.0397,0.0414,0.023,0.8444,0.0,-14.506347757671302,0.210370982058119
05GA008,51.56666,-110.4736,2989.5315,773.4,2.048,143.3298,0.5394,0.0076,0.5113,0.009000000000000001,0.0572,0.0184,0.0075,0.389,0.0,-16.5,0.119999997317791
05GA010,52.56523000000001,-110.1484,1008.3345,677.1,1.5176,334.2712,1.1075,0.0086,0.0566,0.0011,0.0435,0.0405,0.0096,0.8401,0.0,-15.164672708957,0.191046726759349
05GA012,51.54768,-110.9198,2297.5593,777.5,1.8537,154.4332,0.4112,0.0095,0.5108,0.0116,0.0642,0.0192,0.0094,0.3752,0.0,-16.5,0.119999997317791
06AA001,54.43605,-111.3674,4699.7188,621.0,1.8713,53.7889,1.5329,0.5283,0.0042,0.0019,0.1073,0.0205,0.0662,0.2716,0.0,-15.973115341421401,0.148370705661054
06AA002,54.474540000000005,-112.0144,2495.937,640.6,2.1709,55.4558,1.5349,0.5758,0.0053,0.0011,0.1002,0.0199,0.0897,0.20800000000000002,0.0,-15.666570964936302,0.16487693896644
06AB001,54.467490000000005,-111.1876,4910.8799,667.4,1.8287,227.6664,1.5159,0.8439,0.0042,0.0042,0.0573,0.0028,0.0837,0.0039,0.0,-16.5,0.119999997317791
06AB002,54.7128,-111.0023,725.7379,661.0,1.7682,242.1545,1.2515,0.8035,0.0112,0.0017,0.0895,0.0094,0.0698,0.0149,0.0,-16.5,0.119999997317791
06AB003,54.53889,-111.2278,395.0,647.7,2.2807,120.2382,1.9168,0.7797,0.0015,0.0005,0.1919,0.0034,0.0205,0.0024,0.0,-16.5,0.119999997317791
06AC001,54.441990000000004,-110.6867,491.8192,607.7,1.8618,176.4618,1.3832,0.6924,0.0105,0.0008,0.0543,0.0373,0.0737,0.1311,0.0,-16.5,0.119999997317791
06AC006,54.323890000000006,-110.9628,1010.0,591.2,2.0363,22.2749,1.462,0.3087,0.0065,0.0006,0.0995,0.0383,0.0591,0.4874,0.0,-16.1144827020579,0.14075861809582502
06AD006,54.35516,-110.2173,14504.6126,626.1,2.1411,125.7072,1.4441,0.6091,0.0061,0.0024,0.0806,0.0189,0.0687,0.2142,0.0,-16.3016741420029,0.13067908045781298
06AF008,54.68611,-110.0264,5373.3,646.7,2.0557,207.6499,0.7909999999999999,0.6553,0.0051,0.0099,0.1177,0.0006,0.2113,0.0,0.0,-16.352254209668697,0.12554046495057303
07AA001,52.86411999999999,-118.1072,628.5216,1913.0,1.8178,203.822,17.1573,0.6109,0.2737,0.0016,0.0074,0.0018,0.0605,0.0,0.0442,-15.1822894417376,0.190185907747006
07AA002,52.91019,-118.0587,3872.6994,2030.7,2.1964,247.638,20.5895,0.4572,0.3361,0.0021,0.0179,0.0038,0.0291,0.0,0.1539,-15.1846620927514,0.190136368622677
07AA007,52.21627,-117.2321,29.307,2617.6,1.3391,38.0566,22.0821,0.0059,0.1472,0.0,0.0043,0.0031,0.0,0.0,0.8394,-15.1999998092651,0.189999997615814
07AA008,53.20972,-117.8472,238.0,1765.9,1.7736,304.6003,23.1236,0.5404,0.4327,0.0016,0.0013,0.0017,0.0223,0.0,0.0001,-15.1999998092651,0.189999997615814
07AA009,52.72472,-117.9247,598.0,2000.3,1.8534,135.2927,21.8762,0.4248,0.3363,0.0024,0.0126,0.0009,0.0264,0.0,0.1967,-15.158350543338699,0.190511480024345
07AB002,53.15778,-118.0328,1580.0,1937.7,1.9221,102.6566,18.8621,0.5203,0.3951,0.001,0.0104,0.0001,0.0354,0.0,0.0377,-15.1999998092651,0.189999997615814
07AC001,53.52329,-117.9469,959.8165,1828.0,1.8425,119.7356,17.0263,0.6788,0.2466,0.0016,0.0039,0.0016,0.0666,0.0,0.0009,-15.3001260865818,0.18460858345144598
07AC007,54.01327,-116.9634,5655.0116,1412.9,1.8194,83.9623,7.7069,0.8042,0.1,0.0029,0.0068,0.0102,0.0758,0.0,0.0002,-15.255867355775099,0.18699174553999104
07AC008,53.67866,-118.2412,93.0432,1791.0,1.5901,49.1919,16.1197,0.6883,0.2252,0.0012,0.0,0.0001,0.0852,0.0,0.0,-15.259476942174599,0.186797383223094
07AD001,53.376940000000005,-117.695,9530.0,1944.0,2.0763,297.4072,20.2813,0.4904,0.3741,0.0017,0.019,0.0024,0.0317,0.0,0.0806,-15.2072433649367,0.189195086327538
07AD002,53.42429,-117.5694,9764.7737,1924.4,2.1168,317.4896,19.9339,0.5003,0.365,0.0017,0.0187,0.0035,0.0327,0.0,0.0781,-15.214116342736599,0.188899934312365
07AE001,54.207530000000006,-116.0632,19612.4855,1594.9,2.438,71.771,12.9271,0.6595,0.2177,0.003,0.0138,0.01,0.057,0.0,0.039,-15.223213987941302,0.18858256671928397
07AF002,53.470180000000006,-116.6315,2561.5516,1416.4,2.0247,75.62899999999999,7.4321,0.7774,0.0922,0.0063,0.0112,0.0177,0.0925,0.0027,0.0,-15.324623303524001,0.18328950272709602
07AF003,53.15746,-117.2609,25.910999999999998,1452.2,1.4855,37.0437,8.2689,0.9067,0.0012,0.0012,0.0,0.0091,0.0819,0.0,0.0,-15.9090908223932,0.151818179271438
07AF010,53.56652,-116.7033,177.9616,1087.5,1.995,174.5635,4.1384,0.8767,0.0101,0.0007,0.0171,0.0211,0.0632,0.011000000000000001,0.0,-15.1999998092651,0.189999997615814
07AF013,53.07943,-117.1981,329.61300000000006,1902.8,1.5176,65.6893,15.9027,0.5311,0.3438,0.0051,0.0021,0.02,0.0978,0.0,0.0001,-15.4158580498909,0.178376863237971
07AF014,53.375919999999994,-116.8062,639.6551,1155.4,1.7284,76.5122,3.8238,0.8299,0.0527,0.0033,0.0032,0.0169,0.094,0.0,0.0,-15.1999998092651,0.189999997615814
07AF015,53.25189,-117.3566,384.0192,1608.0,1.5396,80.7512,12.0702,0.7341,0.1277,0.0106,0.0011,0.0148,0.1116,0.0,0.0,-15.349282127818402,0.18196172006963
07AF906,53.252219999999994,-117.3583,364.0,1587.2,1.6095,88.929,11.6981,0.743,0.1177,0.0107,0.0023,0.0141,0.1121,0.0,0.0001,-15.3450978697695,0.182187026240168
07AG001,53.65416999999999,-116.2806,6310.0,1206.1,1.7428,64.9865,4.5932,0.8121,0.0533,0.0045,0.0112,0.0187,0.0889,0.0113,0.0,-15.2501933525304,0.187297268748105
07AG002,53.6,-116.3333,5450.0,1236.7,1.6986,66.911,4.9918,0.8128,0.0562,0.0043,0.01,0.0187,0.0888,0.0092,0.0,-15.258254534793402,0.186863205149629
07AG003,53.59835,-116.2718,826.05,1016.5,1.6578,52.1149,1.9424,0.8136,0.0366,0.0051,0.0175,0.019,0.0907,0.0175,0.0,-15.1999998092651,0.189999997615814
07AG004,54.01245,-115.8397,9108.9984,1126.9,1.7378,84.7632,3.9571,0.774,0.0409,0.0038,0.0117,0.0213,0.08900000000000001,0.0593,0.0,-15.234946519493999,0.18811825194848802
07AG007,53.69705,-116.162,7143.2522,1184.8,1.7272,75.2411,4.3919999999999995,0.7998,0.0488,0.0042,0.0105,0.0209,0.0913,0.0245,0.0,-15.244681396347001,0.18759406634646397
07AG008,54.03253,-115.8423,132.4753,1027.2,1.4723,83.3112,4.1317,0.8376,0.0299,0.0065,0.0001,0.0066,0.1178,0.0015,0.0,-15.1999998092651,0.189999997615814
07AH001,54.36493000000001,-114.9048,1661.6545,1008.2,1.6695,158.7795,2.4564,0.6542,0.0614,0.0076,0.0115,0.0287,0.2313,0.0053,0.0,-15.1440312642554,0.191658325264333
07AH002,54.227669999999996,-115.3325,423.1074,911.6,1.5569,165.5405,2.4506,0.8085,0.0649,0.005,0.0079,0.017,0.0966,0.0,0.0,-15.1999998092651,0.189999997615814
07AH003,54.201440000000005,-115.7789,1145.0613,968.2,1.4588,192.3079,2.8424,0.6414,0.0812,0.0037,0.0074,0.0169,0.2494,0.0,0.0,-15.1999998092651,0.189999997615814
07BA001,53.1282,-115.3266,2896.5493,1123.7,2.2337,73.1608,2.9155,0.8538,0.0319,0.0051,0.0113,0.0218,0.0719,0.0044,0.0,-15.267797148023,0.186349372202773
07BA002,53.1383,-115.4889,606.1209,974.3,1.5659999999999998,101.7918,1.6185,0.8624,0.0193,0.0025,0.0091,0.0225,0.0842,0.0,0.0,-15.1999998092651,0.189999997615814
07BA003,52.999880000000005,-116.656,102.7205,1431.5,1.7967,133.2487,3.3222,0.708,0.1288,0.0089,0.013000000000000001,0.0209,0.1204,0.0,0.0,-15.1999998092651,0.189999997615814
07BB002,53.60419,-115.0047,4401.587,1040.9,2.1871,73.6479,2.4303,0.8,0.0246,0.0042,0.0117,0.026000000000000002,0.0793,0.0542,0.0,-15.244571244375999,0.187599997605596
07BB003,53.6125,-115.1056,1570.0,848.6,1.6866,47.3518,1.318,0.5364,0.0073,0.0014,0.0543,0.0264,0.051,0.3231,0.0,-15.1999998092651,0.189999997615814
07BB005,53.947990000000004,-115.0236,295.0804,785.2,1.3187,101.1099,1.7259,0.5117,0.0061,0.0014,0.0019,0.0406,0.0575,0.3808,0.0,-15.1999998092651,0.189999997615814
07BB009,54.02306,-114.9442,165.0,719.6,1.4317,156.6253,1.6114,0.261,0.005,0.0017,0.006,0.0291,0.0409,0.6562,0.0,-15.1999998092651,0.189999997615814
07BB011,53.85935,-115.3639,253.4238,855.6,1.421,115.3017,2.4133,0.7127,0.0082,0.0018,0.0014,0.0159,0.0719,0.1881,0.0,-15.1999998092651,0.189999997615814
07BB014,53.873709999999996,-114.6712,48.8667,720.3,1.9457,359.3214,0.7819,0.2922,0.0156,0.0005,0.0034,0.0595,0.0604,0.5684,0.0,-16.5,0.119999997317791
07BC002,54.45029,-113.9933,13103.728000000001,830.0,2.347,76.0714,1.561,0.4684,0.0118,0.0031,0.0267,0.0302,0.0523,0.4075,0.0,-15.3617024531178,0.181292933418018
07BC004,54.31389,-114.2011,442.0,658.4,1.6057,95.5747,0.7003,0.136,0.0014,0.0018,0.0266,0.0297,0.0177,0.7867,0.0,-15.1999998092651,0.189999997615814
07BC006,54.3082,-113.8489,604.9629,658.7,1.4977,159.1375,0.6765,0.3233,0.0063,0.0009,0.0346,0.0256,0.0276,0.5817,0.0,-15.1999998092651,0.189999997615814
07BC007,54.210480000000004,-113.9224,343.9683,668.2,1.4335,16.0274,0.8269,0.0573,0.0016,0.0024,0.0063,0.0506,0.0194,0.8623,0.0,-16.09876537323,0.14160493568137802
07BE001,54.722030000000004,-113.288,74602.2867,1035.4,2.2815,91.2058,5.0137,0.6595,0.0761,0.0041,0.036000000000000004,0.0165,0.0852,0.1124,0.0103,-15.319553120794499,0.183414162911803
07BE004,54.29315,-113.4635,128.2346,685.0,1.4108,332.9355,0.8656,0.5023,0.0018,0.0025,0.0136,0.0326,0.0501,0.3972,0.0,-15.1999998092651,0.189999997615814
07BF001,55.4177,-116.3402,1466.5958,824.2,1.6765,2.9115,2.5858,0.7721,0.0218,0.0055,0.0103,0.0058,0.1349,0.0496,0.0,-15.1577784810529,0.19125100022664301
07BF002,55.448209999999996,-116.4926,1151.8468,802.4,1.6031,33.4325,2.0083,0.8084,0.0121,0.0038,0.0079,0.0057,0.0843,0.0778,0.0,-15.1999998092651,0.189999997615814
07BF009,55.6082,-116.1027,426.6632,697.1,1.5567,231.5244,1.4699,0.8178,0.0061,0.0051,0.018000000000000002,0.0083,0.0751,0.0696,0.0,-15.1999998092651,0.189999997615814
07BF010,55.81916999999999,-116.3897,1713.1806,692.4,1.5146,148.2743,1.151,0.8549,0.006,0.0046,0.0428,0.0072,0.0723,0.0123,0.0,-15.1999998092651,0.189999997615814
07BF905,55.57978000000001,-116.2956,6001.2598,730.1,2.0801,35.5517,1.5587,0.7177,0.0127,0.0048,0.035,0.0098,0.0933,0.1268,0.0,-15.2814547215933,0.18536663197999897
07BG004,55.416059999999995,-114.8143,23.7185,818.7,1.4815,225.365,4.9654,0.9761,0.0035,0.0007,0.0026,0.0045,0.0126,0.0,0.0,-15.2324998140335,0.188249997608364
07BH003,55.34665,-115.7966,838.0867,842.0,1.639,6.9666,2.9152,0.9051,0.0073,0.0052,0.0031,0.0042,0.0727,0.0023,0.0,-15.1755398806795,0.190724736410566
07BJ001,55.315540000000006,-115.4172,1900.3822,928.3,1.4913,26.4873,3.7861,0.831,0.0382,0.0101,0.0036,0.0239,0.0763,0.0169,0.0,-15.1398699032128,0.19178162487969802
07BJ003,54.80263000000001,-115.47,155.0705,1196.8,1.6149,84.196,4.6138,0.7534,0.083,0.0363,0.0008,0.0237,0.1027,0.0,0.0,-14.7550560204724,0.203183520376013
07BJ004,55.218059999999994,-115.3344,138.0,864.0,1.8009,301.3897,4.6426,0.9432,0.0079,0.0065,0.0018,0.0005,0.039,0.0011,0.0,-15.1999998092651,0.189999997615814
07BK001,55.304869999999994,-114.7562,13567.0402,737.0,1.7525,18.2985,1.8996,0.6919,0.0177,0.006,0.107,0.0116,0.0832,0.0826,0.0,-15.4038387211588,0.17867551994675
07BK005,55.15748000000001,-114.2391,2595.6333,755.3,1.5868,120.986,1.71,0.7401,0.0594,0.006999999999999999,0.0081,0.0036,0.1806,0.0012,0.0,-15.267053025372698,0.186359706564742
07BK006,55.294169999999994,-114.5906,14400.0,737.4,1.886,20.0029,1.9604,0.6955,0.0182,0.0061,0.1032,0.0125,0.0857,0.0789,0.0,-15.4123463308204,0.17825814401534198
07BK007,55.255469999999995,-114.2308,2100.4299,730.6,1.4601,181.5716,1.8969,0.8582,0.0123,0.0036,0.0383,0.0068,0.0807,0.0,0.0,-15.372616914481199,0.18070523173602202
07BK009,55.270790000000005,-114.7752,230.3485,895.5,1.5266,65.5008,4.9619,0.7508,0.0487,0.0077,0.0,0.0016,0.1911,0.0,0.0,-15.1999998092651,0.189999997615814
07BK012,55.3199,-114.0553,1240.0,723.4,1.8484,179.5317,1.9936,0.8214,0.0154,0.0048,0.0646,0.0068,0.087,0.0,0.0,-15.3088401788482,0.18413936316548601
07CA003,54.58735,-112.9067,183.5692,672.1,1.4401,324.0518,0.9355,0.5883,0.0037,0.0005,0.0152,0.0242,0.0485,0.3197,0.0,-15.1999998092651,0.189999997615814
07CA005,54.82037,-112.7775,1456.4496,623.4,1.8997,350.4809,0.7819,0.4204,0.0054,0.0011,0.0525,0.0255,0.0509,0.4442,0.0,-15.8971858821919,0.152459214421728
07CA006,55.1993,-112.4666,1120.4474,636.3,1.5224,223.6016,0.9798,0.7188,0.0111,0.0076,0.0241,0.0068,0.1859,0.0457,0.0,-16.422892808666102,0.124151922413511
07CA008,54.65249,-113.0793,219.3426,593.8,1.4308,162.4665,0.6653,0.5213,0.0106,0.0021,0.0392,0.016,0.0807,0.3302,0.0,-16.5,0.119999997317791
07CA011,54.93611,-112.5028,4860.0,621.7,2.2681,247.8045,1.4666,0.6686,0.0201,0.0053,0.1146,0.0107,0.1213,0.0594,0.0,-16.5,0.119999997317791
07CA012,55.17239,-111.7247,428.4658,666.4,2.0408,143.1537,1.6159999999999999,0.4798,0.1143,0.0133,0.0319,0.004,0.3568,0.0,0.0,-16.5,0.119999997317791
07CA013,55.01089,-111.8563,3078.2735,648.5,1.8713,259.0696,1.5604,0.7397,0.0282,0.0066,0.0703,0.005,0.1503,0.0,0.0,-16.5,0.119999997317791
07CB002,55.642469999999996,-112.1528,780.5879,689.9,2.0625,186.7754,1.1244,0.4324,0.0809,0.0463,0.0254,0.0019,0.4132,0.0,0.0,-16.497130242404598,0.120154522704762
07CC001,56.708059999999996,-111.3944,2130.0,524.7,1.7053,5.7343,0.8254,0.6716,0.0259,0.0247,0.0042,0.0022,0.2715,0.0,0.0,-16.0220025331673,0.14484265022396398
07CD001,56.68526,-111.2553,30791.5899,533.5,2.4906,177.0918,1.4422,0.614,0.0799,0.0484,0.0714,0.0023,0.184,0.0,0.0,-15.1445469134804,0.131066051852466
07CD004,56.70893,-111.3563,961.9539,545.9,1.6299,357.4637,1.2178,0.7887,0.0217,0.0348,0.0091,0.0107,0.1351,0.0,0.0,-15.9539905333183,0.14829811950961902
07CD005,56.66349,-110.9287,17016.5691,499.3,2.0569,208.7998,1.6194,0.5492,0.12,0.0668,0.0881,0.0005,0.1754,0.0,0.0,-14.460471649308401,0.12033520804697301
07CE002,55.837109999999996,-110.8691,4862.8749,652.4,1.8523,114.8638,1.0689,0.5413,0.0555,0.0476,0.0278,0.0053,0.3224,0.0,0.0,-16.4952149126202,0.120257655832305
07CE003,55.869730000000004,-110.9173,279.2483,633.5,1.6587,147.5927,1.0749,0.7991,0.0345,0.0081,0.0028,0.0012,0.1544,0.0,0.0,-16.4813905903167,0.121002042311832
07CE005,55.67292,-111.0994,1290.0,618.2,1.8555,39.2578,1.1709,0.6813,0.0361,0.009000000000000001,0.0424,0.0102,0.221,0.0,0.0,-16.5,0.119999997317791
07CE006,55.61861,-111.0858,232.0,652.1,1.7548,100.6689,1.4849,0.40399999999999997,0.0798,0.004,0.0202,0.0068,0.4852,0.0,0.0,-16.5,0.119999997317791
07DA001,56.78035,-111.4022,132584.988,828.5,3.0497,89.5986,3.4410000000000003,0.6508,0.0655,0.0176,0.0462,0.0117,0.1235,0.079,0.0058,-15.469204613493199,0.160159666274406
07DA006,56.999340000000004,-111.40700000000001,1320.2781,503.6,1.646,247.5256,0.8542,0.8284,0.0156,0.0108,0.0081,0.0037,0.1333,0.0,0.0,-15.2677540564941,0.18635169251553602
07DA008,57.191280000000006,-111.57,1456.9953,373.4,1.4065,304.0109,0.8124,0.736,0.0272,0.0056,0.009000000000000001,0.0838,0.1384,0.0,0.0,-16.185043830172997,0.13695917327706
07DA010,57.375,-112.5611,1380.0,746.0,2.0187,262.0617,1.6933,0.6581,0.0171,0.0134,0.1038,0.0,0.2076,0.0,0.0,-15.5700658943753,0.17007336510251
07DA011,57.661390000000004,-111.5197,274.0,395.0,1.5896,119.4601,1.983,0.8703,0.0052,0.0016,0.0124,0.0,0.1105,0.0,0.0,-16.012007441350697,0.143339584674162
07DA014,57.403330000000004,-111.6825,183.0,381.8,1.6798,129.1245,1.6946,0.8494,0.0114,0.0077,0.005,0.0041,0.1224,0.0,0.0,-16.053666601181,0.144033330753446
07DA015,57.35389,-111.7581,301.0,533.1,2.1212,130.2633,1.8024,0.6774,0.0218,0.0123,0.0106,0.1082,0.1698,0.0,0.0,-15.7552082240582,0.1601041641552
07DA016,57.27417,-111.7417,257.0,546.1,2.0817,147.7038,1.8785,0.7951,0.0311,0.0027,0.0046,0.0019,0.1646,0.0,0.0,-16.0721817554127,0.143036361052231
07DA017,57.26778,-111.7142,2450.0,658.3,2.2605,166.2394,1.5236,0.7042,0.0171,0.009000000000000001,0.0693,0.0002,0.2003,0.0,0.0,-15.781204274101,0.158704377044618
07DA018,56.945319999999995,-111.5662,164.8436,427.7,1.3735,59.9373,1.0523,0.8538,0.0089,0.0017,0.0036,0.0,0.132,0.0,0.0,-15.8433897341712,0.155355929671708
07DB001,57.21041999999999,-111.695,5569.3409,516.7,1.6294,100.6973,0.8295,0.8071,0.0078,0.011000000000000001,0.0091,0.0006,0.1643,0.0,0.0,-15.880184798378698,0.152714024791629
07DB004,56.89861,-112.1708,176.0,495.7,1.7422,325.0505,0.6028,0.8269,0.0086,0.0136,0.0076,0.0,0.1433,0.0,0.0,-15.1999998092651,0.189999997615814
07DB005,56.759719999999994,-112.6139,1010.0,503.7,1.5385,71.5852,0.4271,0.737,0.0057,0.0198,0.0017,0.0,0.2358,0.0,0.0,-16.128669067033698,0.139994737013649
07DC001,57.65113,-111.2025,5980.0,446.3,1.8576,327.3567,1.3497,0.6758,0.1154,0.027999999999999997,0.0262,0.0013,0.1534,0.0,0.0,-15.2149197034342,0.11087052413974799
07DC002,57.28889,-110.4639,418.0,582.7,1.75,48.6526,0.6622,0.6895,0.0497,0.053,0.0102,0.0057,0.1919,0.0,0.0,-15.5407318545345,0.171652890099685
07DD001,58.31264,-111.5151,155184.5359,775.9,3.003,89.4551,3.1132,0.6642,0.0625,0.0172,0.0435,0.0127,0.1276,0.0675,0.0049,-15.4540035346196,0.15593865230474802
07DD002,58.36043000000001,-111.2405,2730.9236,446.0,3.0052,289.0806,1.7995,0.4356,0.3528,0.0453,0.07200000000000001,0.0009,0.0933,0.0,0.0,-13.761100021171599,0.157522001521289
07EA001,57.42083,-125.6264,11100.0,1479.9,2.2287,84.7993,15.9243,0.5959,0.2764,0.0,0.0196,0.0,0.1042,0.0,0.0039,-14.314815540019,0.138976071281814
07EA002,57.45,-125.6375,2410.0,1492.4,1.9609,264.6027,20.3175,0.5427,0.2774,0.0001,0.0168,0.0,0.1288,0.0,0.0342,-14.938737056098402,0.15408195085461499
07EA004,56.73061,-125.105,4144.98,1502.2,1.8045,79.64399999999999,17.7225,0.5531,0.3183,0.0,0.0106,0.0,0.1176,0.0,0.0004,-14.578508552864099,0.14061713233637502
07EA005,57.126219999999996,-125.2499,15630.0996,1453.7,2.3536,87.7594,16.7456,0.6087,0.255,0.0,0.0178,0.0001,0.1104,0.0,0.008,-14.479787778171401,0.140359327208208
07EA007,57.191109999999995,-124.9011,1688.58,1554.4,1.8346,266.7869,22.9399,0.5926,0.2877,0.0001,0.0047,0.0,0.099,0.0,0.0159,-14.903725365408098,0.16701633758915999
07EB002,56.52411,-123.936,2192.9199,1483.1,1.8408,216.0689,22.0995,0.6259,0.2592,0.0005,0.0079,0.0,0.1057,0.0,0.0009,-14.8765307628525,0.162377655987186
07EC001,55.78889,-124.6806,5080.0,1304.9,2.3544,93.91799999999999,13.5377,0.8352,0.1027,0.0,0.0124,0.0004,0.0474,0.0,0.0019,-14.1852899266291,0.07796859154470301
07EC002,55.91686,-124.5676,5560.0,1296.2,2.3783,80.3706,13.5236,0.8366,0.1007,0.0,0.0122,0.0004,0.0484,0.0,0.0017,-14.1937559460018,0.08082220180947099
07EC003,56.245,-124.6447,3060.0,1414.5,2.0837,97.9554,16.7104,0.7127,0.2067,0.0,0.0115,0.0,0.0651,0.0,0.0041,-14.7457753397367,0.11429524984499902
