Official_ID,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Elevation_m,Gravelius,Aspect_deg,Slope_deg,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Permeability_logk_m2,Porosity_frac
07EC004,56.126940000000005,-124.8019,1947.71,1390.9,1.6892,95.8602,16.9261,0.7452,0.1717,0.0,0.01,0.0,0.0691,0.0,0.004,-14.1633452208585,0.080220458464591
07ED001,55.2,-124.2333,4350.0,1182.4,1.9623,179.625,7.4303,0.8831,0.0301,0.0,0.0506,0.0008,0.0354,0.0,0.0,-14.296741219635502,0.07936485902620799
07ED003,55.42722,-123.6334,6789.6001,1139.6,1.903,186.0086,7.126,0.8843,0.0325,0.0001,0.0364,0.0013,0.0455,0.0,0.0,-14.089800761970698,0.08160508707505701
07EE002,55.84778000000001,-123.7619,20300.0,1172.5,1.8257,241.8469,16.8266,0.8481,0.0629,0.0001,0.0191,0.0055,0.0643,0.0,0.0,-13.918571485791901,0.103952378992523
07EE003,54.85833,-122.6153,4010.0,1164.1,1.818,279.6399,14.0844,0.8226,0.0957,0.0024,0.0128,0.0002,0.0587,0.0,0.0076,-13.456318273094801,0.109327499974795
07EE007,55.08194,-122.9131,4929.8999,1138.7,1.767,279.5326,13.415999999999999,0.8402,0.0825,0.002,0.0127,0.0002,0.0558,0.0,0.0066,-13.7151632514888,0.11742202561722301
07EE009,54.52972,-122.6122,310.288,964.1,1.4099,335.2443,7.4588,0.958,0.0005,0.0002,0.0091,0.0066,0.0257,0.0,0.0,-12.574618395958199,0.11895038253620599
07EE010,54.9985,-123.0366,3711.78,890.3,2.2541,134.0011,5.2719,0.8462,0.023,0.0003,0.0508,0.006,0.0736,0.0,0.0,-13.4980832276634,0.07273642280058701
07EE011,54.81111,-123.3208,487.0,953.8,2.0008,164.9993,3.9551,0.8016,0.021,0.0004,0.13699999999999998,0.0,0.04,0.0,0.0,-13.8861610186951,0.027075893206139002
07EF004,55.94611,-122.6589,741.242,1328.7,1.5357,51.0914,16.6598,0.8267,0.1276,0.0,0.0046,0.0,0.040999999999999995,0.0,0.0,-13.439157548449199,0.212285496515342
07FA001,56.22778,-121.4806,9400.0,1139.8,1.7577,112.426,10.6949,0.7475,0.0898,0.0001,0.0078,0.0011,0.1383,0.0151,0.0004,-14.525289084996901,0.149817866270379
07FA003,56.50894,-122.2432,3762.9629,1286.7,1.745,118.6345,12.9515,0.6806,0.1267,0.0001,0.0079,0.0001,0.1702,0.0135,0.001,-14.5098314051946,0.150211845196291
07FA005,56.45986,-122.3545,2137.0,1358.4,2.29,103.7607,15.2297,0.7771,0.1485,0.0,0.0055,0.0,0.0681,0.0005,0.0002,-13.5483307416438,0.11564122858221801
07FA006,56.25075,-121.6285,9341.75,1140.6,1.6913,112.6552,10.685,0.7458,0.0909,0.0001,0.0074,0.0011,0.1392,0.0149,0.0004,-14.523431196229401,0.150014467784873
07FB001,55.71844,-121.2116,12126.4004,1155.5,1.9922,65.0539,12.0677,0.7921,0.08800000000000001,0.0009,0.011000000000000001,0.0037,0.0852,0.015,0.004,-14.5271942431084,0.167236208935113
07FB002,55.55246999999999,-121.2035,5550.52,1222.3,1.8567,68.829,11.6165,0.7848,0.0901,0.0017,0.0132,0.0023,0.0996,0.0002,0.008,-14.668538735480599,0.153338985420709
07FB003,55.54217,-121.6276,2594.1101,1206.8,1.8219999999999998,46.1462,14.8209,0.8111,0.1144,0.0001,0.0092,0.0009,0.0626,0.0,0.0017,-14.1403694264549,0.178267629669845
07FB004,55.537780000000005,-121.5968,82.4195,1099.8,1.5095,303.7197,13.6486,0.9229,0.0285,0.0011,0.0,0.0,0.0476,0.0,0.0,-15.3695652173913,0.162391305455695
07FB006,55.06136,-121.0138,2366.1899,1328.3,1.9271,25.9985,14.253,0.7105,0.1483,0.0018,0.0142,0.0002,0.1062,0.0,0.0187,-13.7100075375059,0.14286214723895999
07FB008,56.0925,-121.3668,1523.11,988.8,2.4207,74.0457,8.961,0.7868,0.0936,0.0003,0.0282,0.0036,0.0655,0.0219,0.0,-14.655299008027999,0.190052993494078
07FB009,55.09016999999999,-120.9418,485.70099999999996,1177.1,1.6588,56.2105,6.5228,0.8974,0.0344,0.0013,0.0064,0.003,0.0576,0.0,0.0,-15.207203898820001,0.16941392088766102
07FB010,55.50833000000001,-122.5747,677.0,1251.3,1.5066,112.3609,15.5857,0.8328,0.1304,0.0,0.005,0.0037,0.0281,0.0,0.0,-14.3100596734427,0.13129582116975802
07FC001,56.27844,-120.6999,15560.5996,804.7,1.7621,223.3785,2.1848,0.7158,0.0092,0.0134,0.0077,0.0043,0.1428,0.1068,0.0,-13.793881424617501,0.223127230435099
07FC003,56.677640000000004,-121.2223,1772.02,828.5,1.5257,95.0352,3.1588,0.7975,0.0174,0.0006,0.0007,0.0039,0.1383,0.0417,0.0,-12.5,0.270000010728836
07FC006,56.60083,-120.3797,120.0,743.2,1.3101,307.4499,1.0849,0.5605,0.0037,0.001,0.0042,0.0048,0.0919,0.3338,0.0,-16.4800995024876,0.120746266041229
07FD001,55.957359999999994,-120.5644,3634.78,913.8,1.8528,88.2342,3.9365,0.7436,0.012,0.0016,0.0083,0.0074,0.0972,0.1299,0.0,-13.9389227316448,0.21604040346779302
07FD004,56.334219999999995,-120.1551,295.361,773.6,1.3142,237.4852,1.3369,0.6885,0.005,0.0014,0.0028,0.0044,0.0999,0.198,0.0,-16.5,0.119999997317791
07FD006,55.64435,-118.7002,539.758,805.5,1.5743,88.7355,2.6539,0.5445,0.0159,0.0031,0.0012,0.0249,0.1068,0.3036,0.0,-15.394510063853,0.17952637001471103
07FD007,55.865190000000005,-120.0304,2861.6001,792.9,1.5577,18.8754,2.7063,0.5672,0.0074,0.0035,0.0114,0.0298,0.1432,0.2374,0.0,-15.5867744532586,0.16165015063313598
07FD008,56.068059999999996,-118.6597,1240.0,698.7,1.6962,206.2709,1.5839,0.4291,0.013999999999999999,0.0054,0.0198,0.0215,0.1147,0.3955,0.0,-15.477958495009599,0.175032993592568
07FD009,56.30783,-119.6805,2878.6053,747.2,1.4095,194.9064,2.2507,0.5863,0.013000000000000001,0.0065,0.0033,0.0158,0.1327,0.2424,0.0,-15.432416346312001,0.177485262788466
07FD011,56.33435,-118.2652,368.63199999999995,782.9,1.2786,164.9081,2.4765,0.8461,0.0207,0.0009,0.0041,0.0061,0.10400000000000001,0.0181,0.0,-15.9431432156791,0.14998458912495702
07FD012,56.38335,-118.712,228.28799999999998,764.1,1.2945,249.1145,2.6759,0.6594,0.0083,0.0056,0.0055,0.0161,0.0795,0.2256,0.0,-15.755308532714801,0.160098762920609
07FD013,56.45259,-119.1341,755.1835,702.3,1.3089,233.31400000000002,1.5964,0.3786,0.008,0.0049,0.0021,0.0238,0.1069,0.4757,0.0,-15.3797457250244,0.180321372761454
07FD020,55.74146,-118.8373,133.9579,780.2,1.4381,68.051,2.7443,0.4627,0.0033,0.0024,0.0032,0.0219,0.0855,0.4211,0.0,-15.933333250192499,0.15051281796051902
07FD908,56.166669999999996,-117.6,15.5574,636.2,1.5707,150.1897,0.5689,0.0108,0.0055,0.0016,0.0,0.1342,0.0085,0.8394,0.0,-15.1999998092651,0.189999997615814
07FD910,55.75,-118.5833,13.484000000000002,605.2,1.4665,42.5945,0.3971,0.0014,0.0,0.0,0.0,0.0511,0.0021,0.9454,0.0,-15.3181816447865,0.183636361225085
07GA001,53.946509999999996,-119.1611,3874.2645,1847.1,1.9511,357.0512,18.2656,0.5407,0.3135,0.0024,0.0108,0.0015,0.0584,0.0,0.0727,-15.2042835145211,0.18839635737924199
07GA002,53.9262,-118.8164,702.9353,1546.4,1.7827,48.4751,8.1475,0.8221,0.078,0.004,0.004,0.008,0.0827,0.0,0.0013,-15.390517078597,0.17974137688248298
07GB001,54.51569,-118.9631,842.1987,1182.8,1.6171,80.8028,6.5365,0.7509,0.0693,0.0104,0.003,0.0164,0.1501,0.0,0.0,-15.1999998092651,0.189999997615814
07GB002,54.37222,-118.5944,3300.0,1438.5,1.9886,65.1457,10.2474,0.8232,0.0637,0.0035,0.0064,0.0047,0.0956,0.0,0.0029,-15.2078692948937,0.17732728693029698
07GB003,54.421519999999994,-118.554,3370.9482,1435.5,1.9846,65.0731,10.202,0.8225,0.0636,0.0035,0.0066,0.0052,0.0955,0.0,0.0032,-15.2087434052108,0.177632839384025
07GC002,54.842380000000006,-119.3902,493.7731,900.4,1.4604,25.6583,3.8258,0.8619,0.0185,0.0071,0.0007,0.018000000000000002,0.0939,0.0,0.0,-15.1999998092651,0.189999997615814
07GD001,55.18926999999999,-119.4372,1608.9137,824.7,1.5915,104.3852,1.3038,0.4525,0.0065,0.0046,0.0287,0.0297,0.1084,0.3697,0.0,-14.6496377916633,0.206307024184471
07GD002,55.31616999999999,-119.6425,666.0,864.8,1.5031,84.9008,1.4331,0.6079,0.0074,0.0077,0.0199,0.0202,0.1211,0.21600000000000003,0.0,-14.102122127908599,0.22252971432306196
07GD003,55.08194,-119.525,1610.0,960.7,1.8948,89.2354,2.53,0.7152,0.012,0.0024,0.0094,0.0137,0.0811,0.1662,0.0,-13.7584419472351,0.23049348406821898
07GD004,55.07881999999999,-119.7016,1252.4272,1021.3,1.656,81.0505,2.9631,0.857,0.0133,0.0022,0.0088,0.0068,0.0717,0.0401,0.0,-13.3217677159886,0.24275035990142002
07GE001,55.07125,-118.8029,11261.0192,1097.9,1.7246,69.3042,6.774,0.6903,0.0576,0.0038,0.0126,0.013000000000000001,0.0959,0.1251,0.0017,-14.682325962153802,0.19162509883716103
07GE003,55.3745,-118.9163,139.744,839.8,1.16,209.8114,1.6018,0.4914,0.006999999999999999,0.0023,0.0061,0.0311,0.08900000000000001,0.3731,0.0,-15.1999998092651,0.189999997615814
07GE007,55.40016,-119.3841,182.9128,790.1,1.1661,157.3686,1.2579,0.2589,0.0153,0.0027,0.0069,0.0445,0.0736,0.5979,0.0,-15.1999998092651,0.189999997615814
07GF001,55.1403,-118.1823,5037.5907,897.0,1.8237,15.1981,3.0101,0.8154,0.0177,0.0047,0.0098,0.0101,0.0632,0.0791,0.0,-15.195227805360501,0.19014139035726502
07GF002,54.91806,-117.8486,112.0,724.1,1.328,247.6246,1.8864,0.9204,0.0002,0.0013,0.0182,0.0099,0.0494,0.0006,0.0,-15.1999998092651,0.189999997615814
07GF008,54.43046,-117.7213,634.8014,1145.4,1.4791,45.1066,3.4589,0.9003,0.0224,0.0215,0.0009,0.0035,0.0514,0.0,0.0,-15.1999998092651,0.189999997615814
07GG001,54.75201,-117.2057,1037.0886,849.8,1.6954,74.615,2.5401,0.85,0.0131,0.0047,0.0135,0.0097,0.1012,0.0079,0.0,-15.1999998092651,0.189999997615814
07GG002,54.73986,-117.1796,3009.1402,1056.0,2.2906,65.635,2.2865,0.8752,0.0194,0.0082,0.0121,0.0142,0.0636,0.0073,0.0,-15.1999998092651,0.189999997615814
07GG003,54.745180000000005,-117.1522,1954.0987,837.4,1.5519999999999998,315.7357,1.7381,0.8053,0.0229,0.0053,0.0229,0.0151,0.115,0.0135,0.0,-15.1999998092651,0.189999997615814
07GH002,55.456230000000005,-117.1619,11090.7953,856.5,2.1254,16.7874,1.8313,0.7264,0.0175,0.0052,0.0237,0.0155,0.0893,0.1224,0.0,-15.2136862157195,0.18926303737325798
07GH004,55.6293,-117.2596,540.4842,618.5,1.4453,287.5875,0.5176,0.2214,0.003,0.0023,0.0751,0.0311,0.0291,0.6381,0.0,-16.208050804623102,0.135720336367771
07GJ001,55.7146,-117.6231,50315.5786,1033.7,1.9292,53.9695,5.5356,0.6746,0.0551,0.0041,0.0165,0.015,0.0841,0.1444,0.0063,-15.1334144670241,0.18667762207279998
07HA003,56.055640000000004,-117.1299,1968.0921,667.4,1.5264,318.34,0.9584,0.6865,0.0032,0.0025,0.0133,0.0138,0.0569,0.2237,0.0,-15.238223977901,0.187941773444024
07HA005,56.510940000000005,-117.661,2019.7631,780.4,1.7715,121.935,1.9887,0.7773,0.0101,0.0046,0.0108,0.0083,0.0914,0.0975,0.0,-15.577126782309598,0.169693163498675
07HB001,56.4875,-116.4335,878.7316,641.7,1.9751,144.9831,1.1802,0.8621,0.0063,0.0049,0.0548,0.0086,0.0633,0.0,0.0,-15.1999998092651,0.189999997615814
07HC001,56.92004,-117.6184,4678.8228,813.0,1.5556,106.2237,2.1585,0.868,0.0051,0.0116,0.011000000000000001,0.0011,0.0978,0.0054,0.0,-15.526129005311502,0.172439197253521
07HC002,56.895019999999995,-117.4885,241.1215,574.7,1.8562,84.3663,1.0242,0.5062,0.004,0.0025,0.0128,0.0204,0.0989,0.3553,0.0,-15.7314086632145,0.161385678787292
07HC907,56.82861,-117.5689,21.5702,522.9,1.3097,70.0687,1.228,0.21100000000000002,0.0,0.0037,0.0007,0.0328,0.0332,0.7186,0.0,-16.0210525613082,0.1457894711118
07HF002,57.7457,-117.6279,648.5634,614.9,1.5751,53.277,2.3922,0.8594,0.0011,0.0022,0.0022,0.0044,0.0562,0.0746,0.0,-15.8477965144788,0.15511864153510402
07JA003,55.916669999999996,-113.9213,1037.8686,706.3,1.6232,26.5528,1.6552,0.813,0.0413,0.0047,0.0157,0.005,0.1203,0.0,0.0,-15.914891157879,0.151505853559009
07JB002,56.324169999999995,-113.7861,14300.0,648.3,1.9703,33.4824,1.1366,0.7722,0.0185,0.0082,0.0876,0.0069,0.1063,0.0003,0.0,-15.994401293666598,0.14722453916498002
07JC001,57.07305,-115.0967,492.0917,610.2,1.9769999999999999,115.7289,1.1906,0.8113,0.0176,0.0059,0.0158,0.0,0.1493,0.0,0.0,-15.850736031580901,0.15496035986754
07JC002,56.547019999999996,-115.2404,617.8107,610.3,1.7142,300.0311,0.8209,0.7738,0.0112,0.0113,0.0091,0.0045,0.1902,0.0,0.0,-15.2214677023231,0.18884403430814
07JC003,57.077819999999996,-115.0761,6800.896,587.9,1.8557,59.4341,0.9828,0.7783,0.0209,0.0104,0.0233,0.0089,0.1579,0.0002,0.0,-15.774468685051401,0.159067062557159
07JD001,58.291669999999996,-115.3833,36300.0,611.0,2.1185,56.7586,1.2245,0.7792,0.0234,0.0091,0.0489,0.0051,0.1342,0.0001,0.0,-15.985481827593501,0.147649264435375
07JD002,57.87463,-115.3891,35896.3111,616.1,1.8308,58.1753,1.2334,0.7795,0.0238,0.0095,0.0491,0.0052,0.1328,0.0002,0.0,-15.976795277778402,0.14811595772491598
07JD003,58.192859999999996,-115.7488,582.2441,390.3,1.7178,35.9062,1.4724,0.7396,0.0076,0.0057,0.0047,0.0035,0.239,0.0,0.0,-16.356769353401802,0.12771241565128
07JD004,58.13742,-116.2503,134.9717,361.7,1.4411,22.2693,1.0741,0.2992,0.0033,0.0,0.0009,0.0223,0.0767,0.5976,0.0,-16.4687999954224,0.12167999732494401
07JF002,58.449090000000005,-116.264,6795.1112,365.5,1.6677,151.2173,0.6987,0.7271,0.0034,0.0133,0.0099,0.0069,0.1664,0.0729,0.0,-16.493301093039697,0.120360707641191
07JF003,58.464259999999996,-116.2561,2435.5711,773.7,2.3604,214.1828,1.7223,0.5862,0.0484,0.0258,0.0632,0.0005,0.2657,0.0102,0.0,-15.5294538493361,0.17226016721616297
07JF005,57.94835,-117.4805,200.3956,409.1,2.2113,87.1453,0.6206,0.48100000000000004,0.0051,0.0141,0.0006,0.0235,0.1653,0.3104,0.0,-16.5,0.119999997317791
07KA002,58.65,-114.0222,282000.0,903.5,2.795,87.3826,6.3439,,,,,,,,,-15.0952180747031,0.156101737635983
07KE001,58.32492,-113.0651,9856.3898,435.0,1.7477,352.3027,0.8617,0.7651,0.009000000000000001,0.0262,0.0113,0.0,0.1884,0.0,0.0,-15.7222938236271,0.150879512255822
07NB007,59.833330000000004,-111.9694,1670.0,264.4,2.2301,61.9888,0.585,0.7852,0.0303,0.0207,0.0259,0.0014,0.1365,0.0,0.0,-13.7820315933699,0.088428525432401
07OA001,58.591440000000006,-118.491,819.5542,488.1,1.335,50.0373,1.2048,0.8184,0.0197,0.0013,0.0089,0.0005,0.1511,0.0,0.0,-16.401049854248498,0.125328081329976
07OB003,59.14946,-117.6363,36900.5559,524.3,1.8783,130.1642,1.0074,0.8043,0.0031,0.015,0.0204,0.0028,0.1544,0.0,0.0,-16.0643572501154,0.14024184321052802
07OB004,59.5808,-117.1965,2597.7159,448.5,1.3687,151.2442,0.8637,0.8065,0.0087,0.0285,0.0077,0.0005,0.1481,0.0,0.0,-16.5,0.119999997317791
07OB006,59.4058,-117.2807,291.966,343.9,1.4489,132.3966,0.4943,0.8079,0.0048,0.0326,0.0019,0.0001,0.1526,0.0,0.0,-16.5,0.119999997317791
07OC001,58.597080000000005,-118.3341,10369.6456,695.7,1.8006,98.36200000000001,1.5144,0.8087,0.0037,0.0176,0.0108,0.001,0.1582,0.0,0.0,-15.8078102500795,0.157122973481197
08BB001,58.63889,-133.5403,15500.0,1139.9,1.9933,16.1895,14.1869,0.5441,0.2422,0.0002,0.0184,0.0,0.1502,0.0,0.0449,-14.021584173134501,0.106138160941679
08CA001,57.670280000000005,-128.1033,3400.0,1570.3,1.6475,49.0111,14.8876,0.3991,0.3805,0.0,0.0099,0.0,0.2048,0.0,0.0056,-14.288958371759099,0.19625058856587801
08CA002,57.733059999999995,-128.1083,7690.0,1546.5,2.0603,35.2295,14.3205,0.4502,0.3626,0.0,0.0123,0.0,0.171,0.0,0.0038,-14.3105221044684,0.156070629603428
08CA003,57.98194,-128.4294,2730.0,1452.2,1.7631,258.807,14.8394,0.5729,0.3082,0.0001,0.0115,0.0,0.1062,0.0,0.001,-13.5504337846572,0.05285541585831201
08CB001,58.043890000000005,-129.9458,18800.0,1471.2,2.1707,27.4727,14.2228,0.5205,0.3112,0.0,0.0115,0.0001,0.1503,0.0,0.0063,-14.2372020493002,0.139749890165917
08CB002,58.29361,-130.5122,1600.0,1272.6,2.0404,2.4695,9.5398,0.6069,0.1515,0.0,0.0163,0.0022,0.2226,0.0,0.0006,-13.475322244003198,0.103061931440241
08CC001,57.9,-129.7039,3550.0,1502.5,1.8483,47.5817,17.5714,0.4532,0.3675,0.0001,0.0096,0.0,0.1463,0.0,0.0234,-15.0009646132383,0.179085756107526
08CD001,58.07225,-130.8264,3554.8701,1193.4,2.3106,164.44400000000002,4.9768,0.5222,0.1018,0.0,0.0271,0.0001,0.3489,0.0,0.0,-13.9334933328292,0.11123293952367401
08CE001,57.90026999999999,-131.1597,28986.5996,1369.1,3.0255,71.7003,12.152000000000001,0.5452,0.255,0.0,0.0139,0.0003,0.1798,0.0,0.0057,-14.066287518166199,0.135370458175213
08CF001,57.48611,-131.75,36000.0,1344.4,2.977,48.4606,13.6741,0.5184,0.2696,0.0,0.0143,0.0003,0.1642,0.0,0.0331,-13.9878588557701,0.12691315047820198
08CG001,56.73444,-131.66899999999998,9500.46,1225.8,2.0367,352.8455,18.8473,0.4187,0.2766,0.0,0.022000000000000002,0.0008,0.1184,0.0,0.1634,-14.190262157462302,0.140143133136194
08CG004,56.698609999999995,-130.8731,7230.0,1293.6,1.7930000000000001,26.9496,17.675,0.4405,0.3008,0.0,0.0194,0.0011,0.1206,0.0,0.1176,-14.4013369812816,0.147861459023163
08CG005,57.04083000000001,-130.4014,844.0,1315.9,1.7962,136.8467,18.8723,0.2698,0.3681,0.0,0.0219,0.0,0.0863,0.0,0.2539,-13.6926946679989,0.09240718671416301
08DA009,56.968059999999994,-129.4658,118.0,1492.2,1.4462,51.9451,19.9501,0.4563,0.3606,0.0,0.0053,0.0,0.1238,0.0,0.054000000000000006,-15.189411574719,0.189607840776443
08DA010,56.27916999999999,-129.1444,5160.0,1232.2,1.9195,100.8798,20.1223,0.4354,0.2321,0.0,0.0183,0.0007,0.1446,0.0,0.1689,-14.6854500999098,0.16788953249101599
08DB001,55.26225,-129.085,18403.1992,1088.6,2.3514,200.7436,17.6796,0.6222,0.1677,0.0,0.0171,0.0009,0.113,0.0,0.0791,-14.967577857371198,0.18075489043909804
08DB013,55.12986,-129.3549,26.0001,877.3,1.5987,318.9228,21.636999999999997,0.7306,0.2196,0.0,0.0008,0.0,0.04,0.0,0.009000000000000001,-14.5304349401723,0.080434781539699
08DB014,55.01817,-129.3445,18.0175,1097.7,1.3369,299.4177,23.7256,0.823,0.1465,0.0,0.0008,0.0,0.0247,0.0,0.005,-14.1000003814697,0.009999999776483
08DC006,56.04278000000001,-129.925,350.0,1226.7,1.9098,248.0346,24.0748,0.2734,0.2287,0.0,0.0077,0.0038,0.1132,0.0,0.3732,-12.7431985245031,0.09389706207302301
08EB003,55.30106,-127.6726,26000.0,1162.6,3.3439,219.2816,13.229000000000001,0.7548,0.1294,0.0,0.0326,0.0014,0.0693,0.0,0.0124,-14.3154349551687,0.16491480194391
08EB004,55.43385,-127.7162,1875.66,856.7,2.0572,230.6204,11.8297,0.8242,0.0702,0.0,0.0262,0.0036,0.0703,0.0,0.0055,-14.985247746812101,0.195839234869004
08EB005,55.71708,-127.6867,12400.0,1317.0,2.8649,264.2694,17.4751,0.6755,0.2086,0.0,0.0091,0.0,0.0941,0.0,0.0126,-14.753702562898901,0.175667472422756
08EB006,55.458330000000004,-127.8525,19.0587,1140.4,1.4092,84.2758,21.3174,0.8486,0.0623,0.0,0.0,0.0,0.08800000000000001,0.0,0.0011,-15.1181816332268,0.192424240437421
08EC001,55.32253000000001,-126.6298,6350.0,1001.7,2.6562,81.9264,5.8067,0.8468,0.0187,0.0,0.0987,0.0031,0.0322,0.0,0.0006,-13.540881187123402,0.100755403867795
08EC005,54.806940000000004,-126.3,1340.0,1060.9,1.7163,91.3071,6.1965,0.8914,0.0383,0.0001,0.0305,0.0052,0.0319,0.0,0.0027,-13.184802806636199,0.11616305067663198
08EC013,55.42654,-126.6976,6760.75,1006.1,2.707,89.3532,5.8666,0.8471,0.0207,0.0,0.0944,0.003,0.0341,0.0,0.0006,-13.5462506892193,0.105466703222236
08ED001,53.930330000000005,-127.4517,731.915,1306.8,1.7894,63.2063,14.8,0.5828,0.2314,0.0,0.0668,0.0,0.0393,0.0,0.0797,-13.228323806523301,0.071973577464764
08ED002,54.11683000000001,-127.4266,1896.62,1253.9,1.6661,54.0362,15.2431,0.5458,0.2217,0.0,0.0889,0.0005,0.040999999999999995,0.0,0.102,-13.3696691390438,0.06577657698994499
08ED003,54.38222,-126.74,4270.0,1152.2,1.8091,109.6711,12.2386,0.6998,0.1511,0.0,0.0482,0.0022,0.0538,0.0,0.0448,-13.1887476036993,0.091611687964631
08EE003,54.39938000000001,-126.7194,2367.73,1014.9,1.6277,195.2155,6.4852,0.8574,0.0373,0.0,0.0188,0.0115,0.075,0.0,0.0,-12.7087440008704,0.093586053186169
08EE004,54.61861,-126.9,7343.8799,1092.5,2.1702,186.032,10.1275,0.7584,0.1066,0.0,0.0354,0.0062,0.0659,0.0,0.0274,-12.9969957022192,0.092828804927085
08EE005,54.76971999999999,-127.1333,8940.0,1091.3,2.1771,133.1463,10.4,0.7575,0.1073,0.0,0.0316,0.0082,0.0694,0.0,0.0259,-12.950817949504302,0.09713894927223402
08EE008,54.64861,-127.1233,125.088,1245.2,1.3923,38.2467,13.0066,0.7971,0.1654,0.0,0.0008,0.0027,0.0235,0.0,0.0105,-12.603809538341698,0.10980952805174198
08EE009,54.51639,-126.3344,173.0,1104.1,1.6443,237.9889,4.8789,0.9438,0.006999999999999999,0.0,0.0145,0.0064,0.0283,0.0,0.0,-13.6032142945698,0.106142858256187
08EE012,54.809940000000005,-127.2042,14.1424,1235.8,1.4581,104.2765,20.3504,0.5876,0.3105,0.0,0.0001,0.0271,0.0616,0.0,0.0132,-12.5,0.135000005364418
08EE013,54.396080000000005,-126.6502,564.518,1120.1,1.7008,259.7647,8.1615,0.8583,0.049,0.0,0.0069,0.0078,0.078,0.0,0.0,-12.543068788922,0.090804236348738
08EE018,54.35694,-126.17,368.0,1042.6,1.6154,75.2855,5.4166,0.8684,0.0605,0.0,0.0198,0.001,0.0502,0.0,0.0,-12.5044382812246,0.090277396095981
08EE020,54.60694,-127.4969,367.05300000000005,1353.7,1.8826,159.2642,18.8879,0.6355,0.2266,0.0,0.0042,0.0002,0.0374,0.0,0.0961,-12.8598374715665,0.07465040935127701
08EE025,55.29611,-127.6208,21.1761,828.3,1.216,287.6096,14.0885,0.9698,0.0088,0.0,0.0052,0.0,0.0162,0.0,0.0,-14.899999830457899,0.19888888796170603
08EF001,54.63194,-128.4306,42306.1016,1118.5,3.3424,221.54,13.151,0.7649,0.1202,0.0,0.0287,0.0036,0.0671,0.0,0.0156,-13.9577854621815,0.152501447084796
08EF003,54.53611,-128.4542,3080.0,1161.6,2.3145,220.5751,19.1104,0.7263,0.1603,0.0,0.0131,0.0008,0.0428,0.0,0.0567,-13.0552962196625,0.086774071634316
08EF004,55.09028000000001,-127.8111,728.0,1087.3,1.4773,21.9589,17.8028,0.8708,0.0889,0.0,0.0039,0.0013,0.0279,0.0,0.0072,-12.879537982122299,0.201386146062967
08EF005,54.49363,-128.3247,2847.02,1179.6,2.2292,210.9223,18.9308,0.7195,0.1638,0.0,0.0129,0.0007,0.0429,0.0,0.0602,-13.051517741111699,0.08889679976668598
08EF006,54.77825,-127.4693,9.9745,1306.3,1.5396,255.7832,13.331,0.8085,0.1399,0.0,0.0035,0.0,0.0481,0.0,0.0,-12.555555555555598,0.090000003576279
08EG011,54.518609999999995,-128.7278,376.0,914.7,1.4235,120.1888,25.3655,0.5961,0.1544,0.0,0.0101,0.0001,0.1186,0.0,0.1207,-14.2992250294648,0.058248061441289
08EG012,54.362190000000005,-129.3128,369.895,877.2,1.6692,289.3354,30.603,0.2936,0.2709,0.0,0.0213,0.0,0.2159,0.0,0.1984,-14.1000003814697,0.009999999776483
08FA002,51.67917,-127.1792,3902.26,1209.3,1.7885,330.4153,25.8984,0.4904,0.2,0.0,0.0323,0.0,0.0578,0.0,0.2195,-14.080055653534998,0.020854074983991
08FB002,52.44221999999999,-126.3322,4040.0,1465.5,1.7761,63.0659,15.9513,0.4908,0.3114,0.0,0.0394,0.0013,0.0694,0.0,0.0877,-13.8055032359391,0.059731707917299
08FB004,52.42456,-126.5211,158.514,1123.3,1.4477,202.0111,26.888,0.608,0.222,0.0,0.0127,0.0,0.0917,0.0,0.0655,-14.3416345314293,0.039299610371662
08FB005,52.38944,-126.4603,269.0,1315.0,1.5622,335.9122,28.2769,0.5462,0.2356,0.0,0.0051,0.0015,0.0518,0.0,0.1598,-14.3395930523247,0.037692307090024
08FB006,52.360079999999996,-126.0059,2551.0,1436.4,1.7145,82.5728,11.6174,0.5459,0.3025,0.0,0.0547,0.0011,0.0838,0.0,0.012,-13.5323329220607,0.039350394850713996
08FB007,52.42222,-126.1581,3720.0,1477.0,1.8012,65.2745,15.2994,0.4832,0.313,0.0,0.0426,0.0011,0.0683,0.0,0.0918,-13.8017196324069,0.058770855211715996
08FC002,52.49722,-127.2833,383.0,819.2,2.1606,103.8174,25.7924,0.2893,0.3329,0.0,0.051,0.0,0.0997,0.0,0.226,-14.1000003814697,0.009999999776483
08FC003,52.889469999999996,-125.7712,3724.1201,1350.3,1.8243,261.1559,3.9997,0.5148,0.2281,0.0002,0.0157,0.0039,0.237,0.0,0.0002,-12.545016733061098,0.087765889757789
08FC005,52.46001999999999,-125.2636,1060.0,1302.9,1.7038,302.5458,2.1345,0.4337,0.212,0.0003,0.0239,0.0053,0.3248,0.0,0.0,-12.6005714525495,0.084971431908863
08FE003,53.56355,-127.9524,555.805,1169.1,1.5878,196.1181,27.5885,0.3294,0.2974,0.0,0.01,0.0018,0.1041,0.0,0.2573,-14.1000003814697,0.009999999776483
